Date,ABCINDQ.BO,ACLGATI.BO,ADANIPORTS.BO,ALLCARGO.BO,ASHOKRE.BO,ATL.BO,AVG.BO,AWHCL.BO,BALTE.BO,BINNY.BO,BLUEDART.BO,CARGOSOL.BO,CARGOTRANS.BO,CHLOGIST.BO,CHOWGULSTM.BO,COARO.BO,COASTCORP.BO,CONCOR.BO,CONTAINER.BO,CORPOCO.BO,DELHIVERY.BO,DREAMFOLKS.BO,DREDGECORP.BO,EASTWEST.BO,ESSARSHPNG.BO,FLOMIC.BO,FMNL.BO,FORINTL.BO,FSC.BO,GESHIP.BO,GMRINFRA.BO,GPPL.BO,INDIGO.BO,INTSTOIL.BO,JETAIRWAYS.BO,JETFREIGHT.BO,JITFINFRA.BO,LANCER.BO,MAHLOG.BO,MEGACOR.BO,MEP.BO,MFLINDIA.BO,NATHUEC.BO,NAVKARCORP.BO,NECCLTD.BO,OBCL.BO,PATINTLOG.BO,PRIMEFRESH.BO,RIDDHICORP.BO,RITCO.BO,RUCHINFRA.BO,SANCTRN.BO,SCI.BO,SEACOAST.BO,SHAHISHIP.BO,SHREYAS.BO,SICALLOG.BO,SINDHUTRAD.BO,SMARITIME.BO,SPICEJET.BO,STARLOG.BO,STL.BO,TAALENT.BO,TCI.BO,TCIEXP.BO,TIGERLOGS.BO,TRANSVOY.BO,TVSSCS.BO,VRLLOG.BO,ZOMATO.BO
01-12-2023- 00:00:00,96.5,136.5,834.0,65.76249694824219,4.539999961853027,72.62999725341797,315.3999938964844,508.6499938964844,17.989999771118164,221.25,7120.0,52.0,85.0,4.849999904632568,14.579999923706055,37.630001068115234,259.8500061035156,775.9500122070312,9.359999656677246,2.2699999809265137,392.8500061035156,557.0499877929688,523.9500122070312,8.640000343322754,17.389999389648438,82.9000015258789,5.699999809265137,32.0099983215332,10.989999771118164,875.0499877929688,60.38999938964844,143.0500030517578,2691.85009765625,43.25,58.0099983215332,11.460000038146973,568.0,92.0,360.3500061035156,2.2100000381469727,13.100000381469727,0.7400000095367432,9.800000190734863,95.19000244140625,32.40999984741211,59.959999084472656,17.610000610351562,294.95001220703125,125.4000015258789,256.20001220703125,11.399999618530273,666.0999755859375,146.3000030517578,5.349999904632568,8.170000076293945,286.0,286.8999938964844,28.65999984741211,84.0,45.5,33.4900016784668,71.7699966430664,3269.0,873.9500122070312,1422.8499755859375,536.0,61.5,208.14999389648438,708.0499877929688,118.30000305175781
04-12-2023- 00:00:00,96.5,136.0500030517578,864.0,66.61250305175781,4.539999961853027,72.62999725341797,323.0,493.1000061035156,17.989999771118164,222.0,7127.89990234375,52.0,85.0,5.0,14.050000190734863,39.5099983215332,252.75,801.0,9.359999656677246,2.380000114440918,400.0,560.0499877929688,530.0,8.640000343322754,18.65999984741211,82.9000015258789,5.769999980926514,32.0,10.899999618530273,871.0499877929688,61.75,145.9499969482422,2781.10009765625,41.650001525878906,57.9900016784668,11.779999732971191,545.0,94.0,367.95001220703125,2.2899999618530273,13.100000381469727,0.75,9.609999656677246,95.48999786376953,31.75,60.0,18.25,294.95001220703125,122.9000015258789,255.0500030517578,11.260000228881836,689.0,150.3000030517578,5.349999904632568,8.170000076293945,291.54998779296875,285.0,28.110000610351562,84.0,47.66999816894531,31.219999313354492,68.52999877929688,3200.0,856.0999755859375,1410.0,552.0,61.5,209.0,734.4500122070312,118.5
05-12-2023- 00:00:00,94.0,138.25,888.7000122070312,66.9000015258789,4.539999961853027,72.62999725341797,319.8500061035156,478.95001220703125,17.510000228881836,213.0,7152.64990234375,52.0,85.0,5.099999904632568,14.100000381469727,41.47999954223633,249.4499969482422,804.9500122070312,9.359999656677246,2.380000114440918,398.45001220703125,557.0499877929688,521.3499755859375,8.640000343322754,21.75,82.9000015258789,5.550000190734863,31.440000534057617,10.050000190734863,895.0,62.88999938964844,146.64999389648438,2825.0,42.150001525878906,55.099998474121094,12.029999732971191,569.9000244140625,92.0,366.8999938964844,2.2300000190734863,12.819999694824219,0.75,9.420000076293945,89.88999938964844,32.0,59.400001525878906,16.700000762939453,294.95001220703125,125.3499984741211,260.3999938964844,11.260000228881836,682.7000122070312,157.35000610351562,5.349999904632568,8.170000076293945,292.04998779296875,279.0,28.549999237060547,84.0,46.75,33.70000076293945,65.51000213623047,3249.0,876.9500122070312,1412.949951171875,525.0,61.5,208.5500030517578,700.5,118.0
06-12-2023- 00:00:00,94.0,135.39999389648438,1050.0,68.23750305175781,4.539999961853027,72.62999725341797,346.0,470.04998779296875,18.3700008392334,209.9499969482422,7224.14990234375,52.0,85.0,4.889999866485596,14.510000228881836,43.54999923706055,249.0,796.0499877929688,9.359999656677246,2.380000114440918,396.8500061035156,549.5999755859375,510.0,8.640000343322754,25.940000534057617,82.9000015258789,5.550000190734863,30.350000381469727,10.100000381469727,900.5499877929688,62.9900016784668,145.0500030517578,2870.050048828125,42.0,56.25,11.5,544.5,91.0,368.29998779296875,2.25,12.850000381469727,0.7400000095367432,9.420000076293945,92.88999938964844,31.5,61.34000015258789,17.450000762939453,294.95001220703125,118.0999984741211,271.0,12.119999885559082,660.0999755859375,155.6999969482422,5.349999904632568,8.170000076293945,295.0,274.5,28.299999237060547,84.0,44.7599983215332,31.979999542236328,68.19999694824219,3199.949951171875,873.4500122070312,1420.050048828125,560.0,61.5,208.10000610351562,715.9500122070312,117.0
07-12-2023- 00:00:00,96.98999786376953,138.0,1028.0,67.01249694824219,4.539999961853027,72.62999725341797,355.0,459.8999938964844,17.760000228881836,210.5,7263.14990234375,52.0,85.0,4.800000190734863,14.170000076293945,45.720001220703125,252.14999389648438,800.0,9.359999656677246,2.380000114440918,385.95001220703125,544.0,520.0,8.640000343322754,28.790000915527344,82.9000015258789,5.599999904632568,32.59000015258789,10.399999618530273,887.0,61.5,153.3000030517578,2900.0,42.5,54.599998474121094,11.710000038146973,564.4500122070312,90.5,363.95001220703125,2.25,12.510000228881836,0.7300000190734863,9.420000076293945,94.88999938964844,31.799999237060547,64.41000366210938,17.290000915527344,294.95001220703125,117.0,255.5500030517578,12.720000267028809,660.0999755859375,156.5500030517578,5.349999904632568,8.170000076293945,297.1000061035156,280.0,28.959999084472656,84.0,45.0,32.91999816894531,64.0,3184.949951171875,862.0,1404.199951171875,553.0499877929688,61.5,207.64999389648438,708.9500122070312,119.3499984741211
08-12-2023- 00:00:00,115.0,137.0500030517578,1056.75,67.7125015258789,4.539999961853027,72.62999725341797,368.0,470.0,17.81999969482422,208.75,7260.10009765625,52.0,85.0,6.0,15.479999542236328,47.7400016784668,261.95001220703125,858.7999877929688,9.359999656677246,2.380000114440918,390.0,541.6500244140625,570.0999755859375,8.640000343322754,28.489999771118164,82.9000015258789,5.5,31.450000762939453,10.119999885559082,898.2999877929688,59.79999923706055,157.5,2900.0,42.5,59.849998474121094,11.789999961853027,592.0,91.0,359.25,2.180000066757202,12.579999923706055,0.7300000190734863,9.0600004196167,98.66999816894531,31.700000762939453,62.970001220703125,16.770000457763672,294.95001220703125,122.8499984741211,289.8999938964844,13.300000190734863,680.0,160.75,5.349999904632568,8.170000076293945,299.95001220703125,272.1000061035156,28.950000762939453,84.0,54.0,37.9900016784668,63.29999923706055,3156.5,894.9500122070312,1398.3499755859375,546.7999877929688,61.5,208.14999389648438,695.0499877929688,122.25
11-12-2023- 00:00:00,106.5999984741211,138.8000030517578,1028.0,68.0875015258789,4.539999961853027,72.62999725341797,351.6000061035156,462.5,17.510000228881836,218.0,7478.64990234375,52.0,85.0,6.400000095367432,15.109999656677246,50.400001525878906,257.45001220703125,845.5,9.359999656677246,2.309999942779541,387.3500061035156,534.5,565.3499755859375,8.640000343322754,26.420000076293945,82.9000015258789,6.190000057220459,31.5,10.279999732971191,896.0,72.0,151.14999389648438,2910.449951171875,40.81999969482422,61.0099983215332,11.789999961853027,595.0,91.33999633789062,385.54998779296875,2.200000047683716,12.59000015258789,0.7400000095367432,8.880000114440918,96.19999694824219,32.060001373291016,59.45000076293945,17.1299991607666,294.95001220703125,128.9499969482422,283.1499938964844,14.010000228881836,680.9500122070312,161.8000030517578,5.349999904632568,8.170000076293945,293.20001220703125,260.8500061035156,28.149999618530273,84.0,59.0,41.9900016784668,66.0,3225.0,835.0,1413.0,585.0,61.5,207.14999389648438,709.25,120.4000015258789
12-12-2023- 00:00:00,103.0,137.3000030517578,1039.949951171875,67.875,4.539999961853027,72.62999725341797,346.3999938964844,465.1000061035156,17.700000762939453,221.0,7601.2001953125,52.0,85.0,7.340000152587891,14.899999618530273,52.900001525878906,271.95001220703125,850.9500122070312,9.359999656677246,2.359999895095825,385.3999938964844,538.0,570.7000122070312,8.640000343322754,27.020000457763672,82.9000015258789,5.599999904632568,30.81999969482422,10.529999732971191,879.9000244140625,73.44999694824219,150.14999389648438,2933.0,43.25,65.94999694824219,11.800000190734863,619.0,91.1500015258789,379.45001220703125,2.240000009536743,12.699999809265137,0.800000011920929,8.710000038146973,96.0,33.650001525878906,61.61000061035156,20.469999313354492,294.95001220703125,134.75,286.95001220703125,13.710000038146973,680.9500122070312,161.4499969482422,5.349999904632568,8.170000076293945,292.5,255.64999389648438,28.8700008392334,84.0,62.0,43.0,63.540000915527344,3165.89990234375,856.5499877929688,1407.449951171875,574.9000244140625,61.5,207.75,700.0499877929688,119.0
13-12-2023- 00:00:00,104.55000305175781,139.5500030517578,1048.5,67.30000305175781,4.539999961853027,72.62999725341797,347.1000061035156,447.8500061035156,18.0,210.0,7447.5,52.0,85.0,8.0,14.170000076293945,55.43000030517578,266.04998779296875,855.0999755859375,9.359999656677246,2.359999895095825,376.75,544.9500122070312,596.6500244140625,8.640000343322754,28.3700008392334,82.9000015258789,5.5,31.25,10.199999809265137,874.2999877929688,71.94000244140625,151.85000610351562,2956.949951171875,43.20000076293945,61.97999954223633,11.680000305175781,604.0,90.5,392.3999938964844,2.2100000381469727,12.550000190734863,0.800000011920929,8.539999961853027,95.55000305175781,35.0,60.45000076293945,21.270000457763672,294.95001220703125,140.39999389648438,290.0,13.4399995803833,690.0,159.14999389648438,5.349999904632568,8.170000076293945,282.79998779296875,251.1999969482422,30.389999389648438,84.0,58.79999923706055,37.150001525878906,65.30000305175781,3146.89990234375,821.0499877929688,1404.550048828125,550.0,61.5,204.0,714.6500244140625,116.9000015258789
14-12-2023- 00:00:00,116.0,139.0500030517578,1079.0,68.125,4.539999961853027,72.62999725341797,348.0,456.04998779296875,18.600000381469727,211.0,7400.0,52.0,85.0,8.399999618530273,14.729999542236328,50.2599983215332,279.8999938964844,867.5999755859375,9.359999656677246,2.359999895095825,376.54998779296875,545.5999755859375,605.6500244140625,8.640000343322754,26.90999984741211,82.9000015258789,5.809999942779541,31.469999313354492,10.399999618530273,872.0999755859375,78.0,153.1999969482422,2996.949951171875,41.599998474121094,58.20000076293945,13.390000343322754,590.0,88.80000305175781,389.8500061035156,2.140000104904175,12.800000190734863,0.9900000095367432,8.880000114440918,94.26000213623047,36.099998474121094,61.15999984741211,20.75,294.95001220703125,142.35000610351562,275.5,13.180000305175781,697.9000244140625,158.6999969482422,5.349999904632568,8.170000076293945,278.1499938964844,255.89999389648438,29.920000076293945,84.0,58.20000076293945,36.95000076293945,61.849998474121094,3178.949951171875,832.9500122070312,1404.050048828125,590.0,61.5,205.0500030517578,726.25,120.55000305175781
15-12-2023- 00:00:00,122.4000015258789,138.1999969482422,1079.0,67.25,4.539999961853027,72.62999725341797,352.54998779296875,454.5,19.049999237060547,210.0,7337.89990234375,52.0,85.0,9.25,14.15999984741211,50.2599983215332,267.25,800.0,9.359999656677246,2.359999895095825,370.04998779296875,554.9000244140625,592.4500122070312,8.640000343322754,31.290000915527344,82.9000015258789,5.760000228881836,32.75,10.550000190734863,860.7999877929688,77.79000091552734,155.35000610351562,2980.050048828125,42.400001525878906,56.54999923706055,13.050000190734863,584.0,88.08999633789062,400.8999938964844,2.25,12.350000381469727,1.0199999809265137,8.880000114440918,93.37000274658203,35.599998474121094,62.040000915527344,24.790000915527344,294.95001220703125,140.39999389648438,274.0,12.920000076293945,664.5,157.8000030517578,5.349999904632568,8.170000076293945,278.6499938964844,242.0,29.799999237060547,84.0,56.0,35.0,61.790000915527344,3099.0,825.2000122070312,1407.949951171875,587.1500244140625,61.5,210.9499969482422,764.8499755859375,124.5
18-12-2023- 00:00:00,125.0,137.25,1070.050048828125,70.375,4.539999961853027,72.62999725341797,348.95001220703125,460.0,18.790000915527344,205.6999969482422,7424.9501953125,52.0,85.0,7.960000038146973,14.739999771118164,50.2599983215332,277.5,878.9500122070312,9.359999656677246,2.3499999046325684,361.54998779296875,540.0499877929688,588.0499877929688,8.640000343322754,35.400001525878906,82.9000015258789,5.949999809265137,31.799999237060547,11.0,917.1500244140625,77.79000091552734,151.35000610351562,2929.949951171875,39.959999084472656,58.79999923706055,13.760000228881836,560.0,87.1500015258789,399.95001220703125,2.319999933242798,12.199999809265137,0.9700000286102295,9.050000190734863,90.30000305175781,33.75,61.63999938964844,21.31999969482422,294.95001220703125,141.6999969482422,272.3500061035156,12.670000076293945,662.0,158.60000610351562,5.349999904632568,8.170000076293945,277.5,246.89999389648438,30.790000915527344,84.0,53.65999984741211,36.0099983215332,59.70000076293945,3066.60009765625,794.0499877929688,1418.75,590.0,61.5,206.1999969482422,780.0,123.55000305175781
19-12-2023- 00:00:00,154.99000549316406,136.60000610351562,1096.75,71.7125015258789,4.539999961853027,72.62999725341797,343.95001220703125,464.54998779296875,18.239999771118164,205.6999969482422,7506.7001953125,52.0,85.0,7.599999904632568,14.699999809265137,50.2599983215332,280.5,876.9500122070312,9.359999656677246,2.369999885559082,363.29998779296875,544.6500244140625,593.0499877929688,8.640000343322754,37.16999816894531,82.9000015258789,6.260000228881836,33.25,10.539999961853027,934.3499755859375,78.69000244140625,149.9499969482422,2971.89990234375,41.81999969482422,58.63999938964844,13.399999618530273,556.7000122070312,90.94999694824219,402.54998779296875,2.4700000286102295,12.5,0.9300000071525574,8.710000038146973,90.76000213623047,33.08000183105469,61.9900016784668,22.0,294.95001220703125,143.89999389648438,267.79998779296875,12.420000076293945,671.1500244140625,170.64999389648438,5.349999904632568,8.170000076293945,277.5,226.14999389648438,33.349998474121094,84.0,66.0,37.9900016784668,60.0099983215332,2992.0,818.0,1422.0,599.9500122070312,61.5,206.0500030517578,794.2999877929688,129.0
20-12-2023- 00:00:00,147.75999450683594,146.5,1075.800048828125,72.0875015258789,4.539999961853027,72.62999725341797,337.1000061035156,454.0,18.889999389648438,205.6999969482422,7649.89990234375,52.0,85.0,8.579999923706055,14.399999618530273,49.2599983215332,277.79998779296875,868.9000244140625,9.359999656677246,2.369999885559082,366.79998779296875,558.0,599.0499877929688,8.640000343322754,39.02000045776367,82.9000015258789,6.480000019073486,34.560001373291016,10.1899995803833,985.2999877929688,76.48999786376953,150.10000610351562,3000.14990234375,41.099998474121094,58.9900016784668,13.5,552.0,91.0999984741211,403.79998779296875,2.309999942779541,13.1899995803833,0.8899999856948853,8.539999961853027,92.76000213623047,32.41999816894531,61.349998474121094,22.18000030517578,294.95001220703125,142.10000610351562,267.0,12.65999984741211,652.1500244140625,170.9499969482422,5.349999904632568,8.170000076293945,294.29998779296875,230.10000610351562,32.38999938964844,84.0,67.4000015258789,37.97999954223633,57.9900016784668,2981.0,811.2999877929688,1427.949951171875,620.0,61.5,204.64999389648438,789.9500122070312,130.3000030517578
21-12-2023- 00:00:00,137.0,133.25,994.9500122070312,68.07499694824219,4.539999961853027,72.62999725341797,318.0,434.70001220703125,17.1200008392334,205.6999969482422,7391.35009765625,52.0,85.0,7.809999942779541,14.579999923706055,49.2599983215332,259.79998779296875,822.8499755859375,9.359999656677246,2.369999885559082,364.20001220703125,532.5,555.0499877929688,8.640000343322754,33.560001373291016,82.9000015258789,5.610000133514404,32.5,9.899999618530273,961.75,69.91999816894531,140.25,2850.0,40.0,55.619998931884766,12.350000381469727,527.5499877929688,86.0,380.1000061035156,2.0999999046325684,15.489999771118164,0.8500000238418579,8.539999961853027,86.04000091552734,31.780000686645508,56.11000061035156,19.010000228881836,294.95001220703125,130.0,238.8000030517578,12.100000381469727,640.0,156.9499969482422,5.349999904632568,8.170000076293945,285.8999938964844,235.0,28.670000076293945,84.0,58.61000061035156,33.20000076293945,55.0,3076.949951171875,794.9500122070312,1390.449951171875,595.6500244140625,61.5,199.4499969482422,745.0499877929688,122.0
22-12-2023- 00:00:00,147.0,144.8000030517578,1035.0,74.88749694824219,4.539999961853027,72.62999725341797,334.0,453.95001220703125,17.299999237060547,205.6999969482422,7275.2998046875,52.0,85.0,7.949999809265137,14.680000305175781,49.2599983215332,268.29998779296875,837.4500122070312,9.359999656677246,2.369999885559082,391.3999938964844,537.4500122070312,571.0999755859375,8.640000343322754,33.290000915527344,82.9000015258789,6.150000095367432,34.099998474121094,10.229999542236328,999.5999755859375,75.79000091552734,145.6999969482422,2902.949951171875,39.06999969482422,57.9900016784668,11.880000114440918,516.0,87.0,394.95001220703125,2.240000009536743,16.0,0.8100000023841858,8.210000038146973,108.05000305175781,31.149999618530273,64.0,20.40999984741211,294.95001220703125,133.25,262.6000061035156,11.9399995803833,677.9500122070312,165.25,5.349999904632568,8.170000076293945,289.0,220.1999969482422,30.540000915527344,84.0,61.779998779296875,33.849998474121094,56.400001525878906,3147.949951171875,790.0,1401.949951171875,625.0,61.5,199.14999389648438,743.3499755859375,130.3000030517578
26-12-2023- 00:00:00,143.0,122.19999694824219,1035.949951171875,79.88749694824219,4.539999961853027,72.62999725341797,343.45001220703125,490.6000061035156,17.299999237060547,205.6999969482422,7344.89990234375,52.0,85.0,8.149999618530273,14.479999542236328,49.2599983215332,266.3999938964844,836.4500122070312,9.359999656677246,2.4800000190734863,388.04998779296875,542.75,579.7000122070312,8.640000343322754,34.4900016784668,82.9000015258789,6.0,36.56999969482422,10.649999618530273,1015.5,75.0,147.75,2879.0,40.0,58.20000076293945,13.380000114440918,534.0,88.01000213623047,394.5,2.4000000953674316,16.440000534057617,0.7699999809265137,8.210000038146973,103.55999755859375,30.530000686645508,61.5,20.299999237060547,294.95001220703125,143.0,246.0,12.0,671.0499877929688,165.85000610351562,5.349999904632568,8.170000076293945,285.0,224.0,29.399999618530273,84.0,62.95000076293945,33.66999816894531,59.95000076293945,3145.85009765625,825.0,1389.050048828125,647.0,61.5,199.25,735.0499877929688,128.4499969482422
27-12-2023- 00:00:00,138.22999572753906,127.30000305175781,1035.0,82.5,4.539999961853027,72.62999725341797,340.3500061035156,495.6000061035156,17.670000076293945,205.6999969482422,7255.5498046875,52.0,85.0,7.650000095367432,14.699999809265137,49.2599983215332,266.95001220703125,842.6500244140625,9.359999656677246,2.4800000190734863,389.3500061035156,539.3499755859375,610.25,8.640000343322754,32.599998474121094,82.9000015258789,6.050000190734863,39.20000076293945,10.270000457763672,1004.5499877929688,74.25,149.10000610351562,2930.0,40.02000045776367,58.060001373291016,12.710000038146973,526.0,86.0199966430664,385.6499938964844,2.700000047683716,16.389999389648438,0.7400000095367432,8.210000038146973,104.02999877929688,29.920000076293945,68.5,20.40999984741211,294.95001220703125,146.9499969482422,273.0,12.199999809265137,652.2999877929688,168.64999389648438,5.349999904632568,8.170000076293945,286.0,233.89999389648438,29.25,84.0,61.779998779296875,34.900001525878906,56.79999923706055,3103.300048828125,822.0,1386.0,727.5,61.5,203.75,747.9500122070312,125.80000305175781
28-12-2023- 00:00:00,134.99000549316406,125.0999984741211,1026.449951171875,80.4749984741211,4.539999961853027,72.62999725341797,391.70001220703125,502.95001220703125,18.329999923706055,205.6999969482422,7332.10009765625,52.0,85.0,7.800000190734863,14.979999542236328,47.31999969482422,258.3999938964844,841.0,9.359999656677246,2.4800000190734863,386.8500061035156,559.0,595.0,8.640000343322754,31.59000015258789,82.9000015258789,6.199999809265137,41.0,11.0,985.0,73.95999908447266,146.64999389648438,2948.64990234375,40.810001373291016,58.959999084472656,13.25,525.7999877929688,87.0,380.3999938964844,2.690000057220459,15.489999771118164,0.7099999785423279,7.889999866485596,100.79000091552734,29.329999923706055,60.310001373291016,20.389999389648438,294.95001220703125,144.6999969482422,266.6499938964844,11.869999885559082,660.0,166.85000610351562,5.349999904632568,8.170000076293945,280.1499938964844,231.1999969482422,30.139999389648438,84.0,60.0,34.45000076293945,56.349998474121094,3155.550048828125,817.0499877929688,1366.0,742.2000122070312,61.5,199.64999389648438,761.0499877929688,124.9000015258789
